,-4,-2,0,2,4,6,8,10,
0,42.53333333333333,57.86666666666667,77.6,85.73333333333333,87.86666666666666,90.13333333333334,90.66666666666667,91.33333333333333,91.6
1,42.4,61.733333333333334,78.53333333333333,85.06666666666666,88.0,89.2,90.13333333333334,90.4,91.46666666666667
2,36.13333333333333,52.93333333333333,63.333333333333336,69.86666666666666,75.46666666666667,77.33333333333333,78.93333333333334,80.0,80.0
3,49.333333333333336,63.2,79.86666666666666,84.53333333333333,88.4,91.33333333333333,92.66666666666667,93.33333333333333,94.26666666666667
4,24.4,41.86666666666667,51.6,65.2,73.06666666666666,74.4,75.46666666666667,76.53333333333333,77.06666666666666
5,37.46666666666667,45.46666666666667,61.06666666666667,70.0,74.8,78.0,78.53333333333333,79.46666666666667,80.4
6,23.733333333333334,36.266666666666666,51.733333333333334,60.93333333333333,70.26666666666667,74.66666666666667,77.33333333333333,78.93333333333334,80.0
7,26.933333333333334,40.53333333333333,49.2,61.6,67.6,68.93333333333334,71.86666666666666,72.66666666666667,73.6
8,31.466666666666665,45.06666666666667,54.53333333333333,74.26666666666667,83.86666666666666,86.53333333333333,88.26666666666667,88.66666666666667,89.46666666666667
9,30.666666666666668,40.266666666666666,51.06666666666667,64.53333333333333,78.0,83.46666666666667,85.86666666666666,86.93333333333334,89.2
