,-4,-2,0,2,4,6,8,10,
0,30.533333349227902,41.46666666666667,54.0,76.00000004768371,87.7333333492279,92.79999995231628,95.7333332856496,96.66666661898296,96.13333333333334
1,28.933333337306976,38.66666667461395,52.800000000000004,75.60000001589458,85.19999995231629,93.06666661898295,95.46666661898296,96.53333328564962,96.53333333333333
2,24.00000001589457,34.80000000794728,56.80000004768372,76.53333330154419,86.39999995231629,92.79999995231628,94.93333328564961,96.13333333333334,96.26666666666667
3,20.933333337306976,33.200000015894574,50.933333341280616,69.46666671435038,82.66666663487753,91.06666661898295,95.73333333333333,95.6,96.66666666666667
4,23.06666667064031,34.400000007947284,47.199999999999996,69.33333330154419,83.7333333492279,90.93333328564962,95.06666661898295,95.46666661898296,95.73333333333333
5,19.200000023841856,30.800000015894575,46.000000007947285,68.40000003178915,82.80000001589457,89.86666661898295,94.66666661898296,96.39999999999999,96.66666666666667
6,21.73333335717519,33.46666666666667,49.6,73.19999996821086,84.5333333492279,90.66666661898294,95.86666661898295,95.6,95.86666666666666
7,24.666666690508524,37.333333341280614,49.46666666666666,68.13333331743875,81.33333328564962,90.13333328564961,95.19999995231629,95.73333333333333,96.13333333333334
8,24.266666690508522,36.53333335717519,54.53333333333333,74.26666669845581,85.73333328564962,92.26666661898295,94.66666661898296,95.86666661898295,96.53333333333333
9,27.600000023841858,40.53333334128062,54.53333333333333,74.26666669845581,85.46666668256124,93.33333328564962,94.66666661898296,96.13333328564961,95.86666666666666
