,-4,-2,0,2,4,6,8,10,
0,33.46666666666667,49.86666666666667,69.46666666666667,88.53333333333333,94.66666666666667,96.0,96.8,97.06666666666666,97.33333333333333
1,56.8,65.73333333333333,78.0,90.0,94.8,97.06666666666666,96.53333333333333,97.33333333333333,97.2
2,58.4,69.06666666666666,84.66666666666667,93.2,96.53333333333333,97.06666666666666,97.73333333333333,97.46666666666667,97.86666666666666
3,40.4,50.266666666666666,73.46666666666667,92.0,96.13333333333334,98.0,98.26666666666667,98.26666666666667,98.26666666666667
4,42.266666666666666,49.733333333333334,63.06666666666667,76.26666666666667,83.73333333333333,85.2,88.53333333333333,88.4,90.93333333333334
5,39.06666666666667,50.0,64.66666666666667,81.73333333333333,90.53333333333333,92.8,94.8,95.6,96.93333333333334
6,25.733333333333334,41.2,60.13333333333333,76.26666666666667,82.53333333333333,85.6,87.06666666666666,88.0,90.8
7,27.6,38.93333333333333,54.13333333333333,71.6,81.46666666666667,85.06666666666666,86.13333333333334,87.2,89.73333333333333
8,55.2,67.6,72.8,89.2,94.8,95.2,95.6,96.0,95.73333333333333
9,53.06666666666667,58.53333333333333,74.66666666666667,86.26666666666667,90.4,94.4,95.6,96.13333333333334,96.4
