,-4,-2,0,2,4,6,8,10,
0,10.266666666666667,13.733333333333333,19.466666666666665,29.333333333333332,45.86666666666667,58.53333333333333,62.8,62.13333333333333,60.266666666666666
1,11.733333333333333,12.533333333333333,19.466666666666665,28.933333333333334,46.13333333333333,59.6,63.2,61.46666666666667,62.93333333333333
2,10.266666666666667,13.733333333333333,19.466666666666665,29.333333333333332,45.86666666666667,58.53333333333333,62.8,62.13333333333333,60.266666666666666
3,9.866666666666667,15.333333333333334,20.266666666666666,29.866666666666667,43.333333333333336,58.266666666666666,62.266666666666666,62.666666666666664,63.733333333333334
4,34.266666666666666,46.666666666666664,72.53333333333333,90.53333333333333,97.46666666666667,97.86666666666666,98.8,98.66666666666667,99.33333333333333
5,50.266666666666666,68.13333333333334,86.4,97.73333333333333,98.53333333333333,98.8,99.06666666666666,99.2,99.33333333333333
6,44.0,65.2,90.8,97.6,98.0,98.53333333333333,98.53333333333333,98.66666666666667,98.8
7,57.86666666666667,78.26666666666667,92.66666666666667,98.26666666666667,98.26666666666667,99.06666666666666,98.93333333333334,98.93333333333334,99.06666666666666
8,28.933333333333334,45.6,71.2,86.26666666666667,92.0,95.6,96.8,97.6,98.13333333333334
9,43.6,57.333333333333336,82.53333333333333,89.06666666666666,92.53333333333333,95.73333333333333,96.93333333333334,97.06666666666666,97.86666666666666
