,-4,-2,0,2,4,6,8,10,
0,28.933333349227908,47.06666671435038,54.53333331743876,61.86666671435038,65.4666666507721,68.2666666507721,71.46666669845581,71.73333336512248,73.46666668256124
1,37.733333333333334,53.33333331743876,59.59999998410542,66.13333336512248,68.26666669845581,71.46666666666667,68.79999995231628,69.06666668256123,70.79999995231628
2,21.46666668256124,28.000000047683717,39.86666666666667,51.06666669845581,56.79999998410543,63.733333365122476,65.99999996821086,66.79999996821086,68.53333330154419
3,38.666666666666664,51.866666666666674,61.06666665077209,66.79999998410543,68.53333331743876,67.06666661898295,70.53333328564962,69.06666668256123,70.79999995231628
4,52.40000004768371,64.26666666666667,73.06666671435038,75.33333338101706,75.99999998410543,76.79999998410543,77.33333338101704,76.80000004768371,77.4666666507721
5,50.93333334922791,65.46666671435038,71.73333338101705,75.20000004768372,77.60000004768372,78.26666671435038,77.33333338101704,77.59999998410542,77.4666666507721
6,51.46666666666667,64.79999998410543,72.26666671435038,76.26666671435038,77.73333333333333,77.73333331743876,77.20000004768372,77.33333338101704,77.33333338101704
7,43.86666666666667,57.60000000794728,69.73333331743876,75.60000004768371,78.13333331743875,80.53333330154419,79.8666666507721,80.13333331743875,80.13333336512247
8,40.93333334128062,50.93333338101706,55.73333331743876,63.86666669845581,66.53333331743876,68.26666663487752,69.99999996821086,70.26666663487752,71.19999996821086
9,32.13333335717519,42.13333331743876,52.666666714350384,57.86666668256124,61.466666674613954,63.46666671435038,65.73333336512248,66.80000004768371,68.13333331743875
