,-4,-2,0,2,4,6,8,10,
0,9.333333333333334,15.733333333333333,19.733333333333334,29.866666666666667,46.8,57.333333333333336,60.666666666666664,61.86666666666667,60.266666666666666
1,12.133333333333333,13.6,21.733333333333334,29.6,45.06666666666667,57.86666666666667,62.0,63.6,61.2
2,12.266666666666667,14.533333333333333,20.0,28.133333333333333,44.4,58.13333333333333,60.666666666666664,61.733333333333334,64.13333333333334
3,9.733333333333333,14.266666666666667,21.466666666666665,26.933333333333334,44.8,56.666666666666664,63.06666666666667,64.8,64.13333333333334
4,35.06666666666667,50.93333333333333,75.2,86.53333333333333,91.73333333333333,94.8,94.8,94.53333333333333,93.86666666666666
5,28.533333333333335,46.666666666666664,62.13333333333333,78.93333333333334,86.66666666666667,89.2,92.53333333333333,93.33333333333333,94.53333333333333
6,34.0,38.4,60.53333333333333,76.66666666666667,85.6,90.53333333333333,92.0,93.33333333333333,93.6
7,46.93333333333333,58.0,73.6,84.4,88.13333333333334,90.93333333333334,92.26666666666667,93.73333333333333,94.53333333333333
8,47.46666666666667,53.333333333333336,68.53333333333333,90.4,95.06666666666666,96.13333333333334,97.06666666666666,97.6,97.73333333333333
9,46.53333333333333,54.0,65.73333333333333,88.66666666666667,94.66666666666667,96.53333333333333,97.06666666666666,96.53333333333333,96.93333333333334
