,-4,-2,0,2,4,6,8,10,
0,14.399999999999999,29.2,55.60000000000001,81.86666666666666,93.46666666666667,97.33333333333334,98.0,98.93333333333332,99.6
1,15.2,24.8,53.333333333333336,80.26666666666667,92.93333333333334,97.2,99.06666666666666,99.06666666666666,99.46666666666667
2,15.333333333333332,31.733333333333334,61.46666666666667,85.33333333333334,94.13333333333334,98.13333333333333,98.53333333333333,99.2,99.46666666666667
3,18.53333333333333,31.2,59.333333333333336,87.86666666666667,95.73333333333333,98.53333333333333,99.2,99.46666666666667,99.6
4,10.133333333333333,13.866666666666665,20.0,27.066666666666666,46.400000000000006,56.93333333333334,61.199999999999996,63.33333333333333,66.13333333333333
5,11.200000000000001,12.8,19.733333333333334,28.000000000000004,43.86666666666667,56.266666666666666,60.66666666666667,62.66666666666667,64.66666666666666
6,10.666666666666668,12.0,17.866666666666667,27.200000000000003,46.13333333333333,55.86666666666667,61.6,64.4,66.13333333333333
7,11.600000000000001,11.866666666666667,18.0,28.666666666666668,44.53333333333334,57.599999999999994,63.866666666666674,63.733333333333334,64.93333333333334
8,41.6,57.199999999999996,70.93333333333334,90.26666666666667,97.2,98.8,99.33333333333333,99.06666666666666,99.2
9,45.33333333333333,61.86666666666667,82.93333333333334,93.46666666666667,97.6,98.93333333333332,99.2,99.2,99.2
